Date,Category,Product,Units_Sold,Price_per_Unit,Total_Sales
2023-02-20,Home & Kitchen,Microwave,2,248.08,496.16
2023-02-20,Books,Biography,3,465.51,1396.53
2023-02-20,Toys,Remote Car,4,162.54,650.16
2023-02-21,Clothing,Jeans,1,488.6,488.6
2023-02-21,Clothing,T-Shirt,2,98.76,197.52
2023-02-21,Toys,Doll,3,267.33,801.99
2023-02-21,Electronics,Laptop,1,135.72,135.72
2023-02-21,Toys,Doll,3,409.72,1229.16
2023-02-21,Toys,Board Game,2,65.03,130.06
2023-02-21,Books,Comics,2,411.4,822.8
2023-02-21,Toys,Board Game,2,113.9,227.8
2023-02-22,Clothing,T-Shirt,1,453.89,453.89
2023-02-22,Electronics,Laptop,3,392.46,1177.38
2023-02-22,Clothing,Jacket,4,217.63,870.52
2023-02-22,Clothing,T-Shirt,2,385.66,771.32
2023-02-22,Clothing,T-Shirt,3,297.44,892.32
2023-02-22,Electronics,Headphones,4,432.77,1731.08
2023-02-22,Books,Fiction,2,21.58,43.16
2023-02-22,Home & Kitchen,Cookware Set,4,322.6,1290.4
2023-02-22,Electronics,Laptop,1,301.29,301.29
2023-02-22,Electronics,Laptop,4,76.86,307.44
2023-02-22,Books,Biography,3,226.93,680.79
2023-02-22,Books,Comics,1,349.29,349.29
2023-02-22,Toys,Doll,3,305.58,916.74
2023-02-22,Clothing,Jacket,1,48.92,48.92
2023-02-23,Books,Fiction,4,104.01,416.04
2023-02-23,Electronics,Headphones,2,183.95,367.9
2023-02-23,Toys,Board Game,1,,417.61
2023-02-23,Toys,Board Game,4,124.52,498.08
2023-02-23,Books,Biography,4,328.93,1315.72
2023-02-23,Toys,Board Game,2,173.17,346.34
2023-02-23,Clothing,Jacket,4,334.3,1337.2
2023-02-23,Electronics,Headphones,2,228.71,457.42
2023-02-23,Toys,Doll,4,53.5,214.0
2023-02-23,Books,Fiction,1,348.1,348.1
2023-02-23,Electronics,Headphones,4,210.64,842.56
2023-02-23,Electronics,Headphones,4,10.61,42.44
2023-02-24,Toys,Remote Car,4,197.44,789.76
2023-02-24,Toys,Remote Car,4,19.81,79.24
2023-02-24,Toys,Board Game,1,339.06,339.06
2023-02-24,Toys,Doll,2,53.67,107.34
2023-02-24,Electronics,Smartphone,4,258.35,1033.4
2023-02-24,Toys,Doll,1,27.72,27.72
2023-02-24,Electronics,Headphones,2,,354.84
2023-02-24,Electronics,Smartphone,2,469.11,938.22
2023-02-24,Electronics,Smartphone,3,414.39,1243.17
2023-02-24,Clothing,Jeans,3,89.26,267.78
2023-02-24,Home & Kitchen,Cookware Set,2,287.62,575.24
2023-02-24,Toys,Doll,4,465.99,1863.96
2023-02-25,Clothing,T-Shirt,3,340.41,1021.23
2023-02-25,Clothing,Jeans,2,404.9,809.8
2023-02-25,Toys,Doll,1,168.04,168.04
2023-02-25,Home & Kitchen,Microwave,3,350.53,1051.59
2023-02-25,Clothing,Jeans,4,290.79,1163.16
2023-02-25,Clothing,T-Shirt,2,74.94,149.88
2023-02-25,Electronics,Headphones,2,78.21,156.42
2023-02-25,Books,Comics,3,205.34,616.02
2023-02-25,Electronics,Smartphone,1,69.66,69.66
2023-02-25,Books,Biography,4,76.23,304.92
2023-02-25,Toys,Board Game,4,390.59,1562.36
2023-02-25,Toys,Board Game,3,258.01,774.03
2023-02-25,Clothing,T-Shirt,4,427.21,1708.84
2023-02-25,Books,Comics,2,305.25,610.5
2023-02-26,Home & Kitchen,Cookware Set,3,286.58,859.74
2023-02-26,Clothing,Jeans,1,38.5,38.5
2023-02-26,Home & Kitchen,Microwave,1,313.55,313.55
2023-02-26,Electronics,Headphones,3,93.63,280.89
2023-02-26,Books,Fiction,4,158.6,634.4
2023-02-26,Home & Kitchen,Cookware Set,4,348.89,1395.56
2023-02-26,Electronics,Headphones,4,408.85,1635.4
2023-02-26,Toys,Board Game,4,331.3,1325.2
2023-02-26,Clothing,Jacket,1,444.44,444.44
2023-02-26,Books,Comics,3,267.5,802.5
2023-02-26,Books,Fiction,2,482.27,964.54
2023-02-27,Clothing,Jeans,3,215.1,645.3
2023-02-27,Books,Biography,3,77.18,231.54
2023-02-27,Books,Fiction,1,15.94,15.94
2023-02-27,Clothing,T-Shirt,1,107.44,107.44
2023-02-27,Books,Fiction,4,249.05,996.2
2023-02-27,Home & Kitchen,Mixer,4,326.58,1306.32
2023-02-27,Books,Comics,1,249.24,249.24
2023-02-27,Toys,Doll,4,129.3,517.2
2023-02-27,Clothing,Jacket,1,310.9,310.9
2023-02-27,Books,Biography,2,394.66,789.32
2023-02-27,Books,Fiction,1,60.05,60.05
2023-02-28,Electronics,Smartphone,1,406.35,406.35
2023-02-28,Books,Fiction,2,465.86,931.72
2023-02-28,Toys,Board Game,4,322.23,1288.92
2023-02-28,Clothing,Jacket,2,321.97,643.94
2023-02-28,Electronics,Headphones,4,442.41,1769.64
2023-02-28,Books,Fiction,3,343.31,1029.93
2023-02-28,Books,Fiction,3,361.0,1083.0
2023-02-28,Books,Comics,4,61.63,246.52
2023-02-28,Electronics,Smartphone,4,371.38,1485.52
2023-02-28,Clothing,Jacket,2,495.88,991.76
2023-02-28,Toys,Remote Car,3,334.07,1002.21
2023-02-28,Toys,Remote Car,3,211.94,635.82
2023-03-01,Clothing,Jeans,3,50.26,150.78
2023-03-01,Toys,Board Game,3,393.42,1180.26
2023-03-01,Electronics,Smartphone,2,337.0,674.0
2023-03-01,Home & Kitchen,Mixer,4,311.36,1245.44
2023-03-01,Electronics,Smartphone,1,269.85,269.85
2023-03-01,Clothing,Jeans,1,71.36,71.36
2023-03-01,Home & Kitchen,Microwave,2,248.15,496.3
2023-03-01,Toys,Doll,3,31.43,94.29
2023-03-01,Electronics,Laptop,3,56.56,169.68
2023-03-02,Home & Kitchen,Microwave,4,200.44,801.76
2023-03-02,Clothing,Jeans,4,127.94,511.76
2023-03-02,Books,Comics,2,16.23,32.46
2023-03-02,Books,Comics,2,409.81,819.62
2023-03-02,Electronics,Smartphone,3,133.6,400.8
2023-03-02,Books,Biography,1,489.41,489.41
2023-03-02,Toys,Remote Car,4,277.06,1108.24
2023-03-02,Home & Kitchen,Mixer,2,274.38,548.76
2023-03-02,Books,Biography,2,74.55,149.1
2023-03-02,Toys,Remote Car,2,114.62,229.24
2023-03-02,Home & Kitchen,Cookware Set,4,,711.08
2023-03-02,Home & Kitchen,Mixer,1,374.28,374.28
2023-03-03,Home & Kitchen,Cookware Set,1,55.94,55.94
2023-03-03,Toys,Remote Car,1,382.95,382.95
2023-03-03,Clothing,Jeans,4,407.76,1631.04
2023-03-03,Toys,Board Game,3,495.99,1487.97
2023-03-03,Home & Kitchen,Microwave,2,109.98,219.96
2023-03-03,Clothing,T-Shirt,4,409.41,1637.64
2023-03-03,Home & Kitchen,Cookware Set,2,184.14,368.28
2023-03-04,Toys,Doll,2,382.89,765.78
2023-03-04,Toys,Board Game,2,109.22,218.44
2023-03-04,Clothing,T-Shirt,1,342.41,342.41
2023-03-04,Home & Kitchen,Cookware Set,3,240.46,721.38
2023-03-04,Home & Kitchen,Mixer,2,190.47,380.94
2023-03-04,Books,Biography,4,116.43,465.72
2023-03-04,Clothing,T-Shirt,2,212.18,424.36
2023-03-04,Books,Biography,2,91.77,183.54
2023-03-04,Toys,Board Game,1,55.57,55.57
2023-03-04,Toys,Board Game,2,364.47,728.94
2023-03-04,Books,Biography,3,354.44,1063.32
2023-03-04,Clothing,Jeans,2,305.05,610.1
2023-03-04,Toys,Remote Car,1,321.88,321.88
2023-03-05,Books,Biography,2,356.76,713.52
2023-03-05,Toys,Remote Car,4,193.0,772.0
2023-03-05,Electronics,Headphones,1,53.41,53.41
2023-03-05,Toys,Board Game,3,402.67,1208.01
2023-03-05,Home & Kitchen,Mixer,4,156.73,626.92
2023-03-05,Electronics,Smartphone,2,321.73,643.46
2023-03-05,Home & Kitchen,Cookware Set,2,495.65,991.3
2023-03-06,Electronics,Laptop,4,109.44,437.76
2023-03-06,Toys,Board Game,2,173.91,347.82
2023-03-06,Books,Comics,1,297.05,297.05
2023-03-06,Books,Biography,1,465.51,465.51
2023-03-06,Home & Kitchen,Mixer,3,137.06,411.18
2023-03-06,Clothing,Jacket,1,422.55,422.55
2023-03-06,Books,Fiction,1,234.51,234.51
2023-03-06,Books,Biography,2,49.49,98.98
2023-03-06,Clothing,Jacket,1,392.3,392.3
2023-03-06,Toys,Doll,1,87.87,87.87
2023-03-06,Toys,Board Game,3,462.09,1386.27
2023-03-07,Toys,Board Game,2,,297.1
2023-03-07,Clothing,Jeans,2,138.24,276.48
2023-03-07,Home & Kitchen,Cookware Set,4,395.69,1582.76
2023-03-07,Clothing,Jeans,3,230.37,691.11
2023-03-07,Books,Biography,4,86.63,346.52
2023-03-07,Toys,Remote Car,4,313.65,1254.6
2023-03-07,Home & Kitchen,Mixer,1,270.89,270.89
2023-03-07,Electronics,Headphones,3,52.35,157.05
2023-03-07,Clothing,Jacket,4,72.71,290.84
2023-03-07,Books,Biography,2,215.21,430.42
2023-03-07,Electronics,Smartphone,2,489.98,979.96
2023-03-07,Books,Comics,3,107.07,321.21
2023-03-07,Electronics,Headphones,3,486.28,1458.84
2023-03-08,Books,Fiction,1,84.11,84.11
2023-03-08,Toys,Remote Car,2,53.53,107.06
2023-03-08,Electronics,Smartphone,4,66.24,264.96
2023-03-08,Clothing,Jeans,3,43.16,129.48
2023-03-08,Electronics,Smartphone,2,50.05,100.1
2023-03-08,Clothing,T-Shirt,2,91.23,182.46
2023-03-08,Clothing,Jeans,4,115.88,463.52
2023-03-08,Clothing,Jeans,4,211.77,847.08
2023-03-08,Books,Comics,2,152.39,304.78
2023-03-08,Toys,Remote Car,2,489.25,978.5
2023-03-08,Home & Kitchen,Cookware Set,1,108.67,108.67
2023-03-08,Books,Biography,3,381.63,1144.89
2023-03-08,Toys,Doll,3,110.39,331.17
2023-03-09,Toys,Doll,3,473.85,1421.55
2023-03-09,Clothing,Jeans,1,23.31,23.31
2023-03-09,Electronics,Laptop,3,455.52,1366.56
2023-03-09,Electronics,Laptop,4,401.19,1604.76
2023-03-09,Toys,Remote Car,1,204.72,204.72
2023-03-09,Home & Kitchen,Cookware Set,1,482.59,482.59
2023-03-09,Toys,Doll,4,150.7,602.8
2023-03-09,Toys,Board Game,4,145.46,581.84
2023-03-09,Electronics,Headphones,3,458.39,1375.17
2023-03-10,Clothing,Jeans,4,350.99,1403.96
2023-03-10,Toys,Doll,3,310.6,931.8
2023-03-10,Books,Comics,3,145.68,437.04
2023-03-10,Electronics,Smartphone,3,100.27,300.81
2023-03-10,Books,Comics,1,225.76,225.76
2023-03-10,Home & Kitchen,Mixer,4,372.47,1489.88
2023-03-10,Electronics,Headphones,1,492.21,492.21
2023-03-10,Books,Biography,1,168.28,168.28
2023-03-10,Toys,Doll,2,219.47,438.94
2023-03-10,Home & Kitchen,Mixer,1,55.58,55.58
2023-03-10,Toys,Board Game,4,446.23,1784.92
2023-03-10,Books,Comics,1,175.05,175.05
2023-03-11,Toys,Doll,2,64.27,128.54
2023-03-11,Toys,Board Game,3,451.64,1354.92
2023-03-11,Toys,Board Game,1,134.62,134.62
2023-03-11,Home & Kitchen,Microwave,2,129.73,259.46
2023-03-11,Toys,Doll,2,362.35,724.7
2023-03-11,Home & Kitchen,Microwave,1,372.44,372.44
2023-03-11,Clothing,Jeans,3,329.06,987.18
2023-03-11,Electronics,Smartphone,4,240.93,963.72
2023-03-11,Home & Kitchen,Cookware Set,1,71.87,71.87
2023-03-11,Clothing,Jeans,3,346.3,1038.9
2023-03-11,Toys,Remote Car,3,91.89,275.67
2023-03-11,Toys,Board Game,4,45.61,182.44
2023-03-11,Home & Kitchen,Microwave,1,115.61,115.61
2023-03-12,Home & Kitchen,Mixer,1,210.07,210.07
2023-03-12,Toys,Doll,4,436.89,1747.56
2023-03-12,Electronics,Headphones,4,335.84,1343.36
2023-03-12,Clothing,Jacket,1,438.37,438.37
2023-03-12,Home & Kitchen,Cookware Set,3,64.38,193.14
2023-03-12,Toys,Board Game,4,73.14,292.56
2023-03-12,Home & Kitchen,Microwave,3,64.25,192.75
2023-03-12,Toys,Board Game,1,216.51,216.51
2023-03-12,Clothing,Jeans,3,72.45,217.35
2023-03-13,Home & Kitchen,Microwave,3,414.76,1244.28
2023-03-13,Home & Kitchen,Mixer,4,18.82,75.28
2023-03-13,Electronics,Headphones,4,416.4,1665.6
2023-03-13,Toys,Remote Car,3,230.42,691.26
2023-03-13,Books,Fiction,4,57.3,229.2
2023-03-13,Electronics,Smartphone,4,149.08,596.32
2023-03-13,Home & Kitchen,Mixer,3,120.91,362.73
2023-03-13,Electronics,Headphones,4,439.85,1759.4
2023-03-13,Clothing,T-Shirt,1,300.68,300.68
2023-03-13,Electronics,Headphones,3,48.69,146.07
2023-03-13,Books,Biography,1,149.79,149.79
2023-03-13,Toys,Remote Car,3,497.76,1493.28
2023-03-13,Clothing,T-Shirt,3,332.82,998.46
2023-03-14,Books,Comics,4,66.32,265.28
2023-03-14,Books,Fiction,1,26.0,26.0
2023-03-14,Home & Kitchen,Mixer,2,440.7,881.4
2023-03-14,Electronics,Smartphone,3,220.91,662.73
2023-03-14,Toys,Doll,4,237.57,950.28
2023-03-14,Electronics,Headphones,2,90.76,181.52
2023-03-14,Books,Comics,2,299.93,599.86
2023-03-14,Books,Comics,4,341.45,1365.8
2023-03-15,Toys,Board Game,3,329.59,988.77
2023-03-15,Clothing,Jeans,3,374.36,1123.08
2023-03-15,Electronics,Headphones,2,44.76,89.52
2023-03-15,Electronics,Laptop,1,29.49,29.49
2023-03-15,Clothing,Jacket,4,127.04,508.16
2023-03-15,Clothing,T-Shirt,1,172.36,172.36
2023-03-15,Electronics,Headphones,4,240.17,960.68
2023-03-15,Books,Fiction,1,273.13,273.13
2023-03-16,Electronics,Laptop,4,27.99,111.96
2023-03-16,Toys,Board Game,2,236.8,473.6
2023-03-16,Books,Fiction,4,261.21,1044.84
2023-03-16,Home & Kitchen,Microwave,2,146.13,292.26
2023-03-16,Books,Fiction,1,410.92,410.92
2023-03-17,Home & Kitchen,Cookware Set,3,291.64,874.92
2023-03-17,Books,Comics,2,496.48,992.96
2023-03-17,Books,Comics,2,90.95,181.9
2023-03-17,Toys,Remote Car,4,442.31,1769.24
2023-03-17,Books,Fiction,1,307.87,307.87
2023-03-17,Electronics,Smartphone,2,477.98,955.96
2023-03-17,Clothing,T-Shirt,4,432.81,1731.24
2023-03-17,Books,Comics,3,29.87,89.61
2023-03-17,Toys,Doll,2,66.1,132.2
2023-03-18,Toys,Doll,1,69.3,69.3
2023-03-18,Toys,Board Game,1,208.08,208.08
2023-03-18,Home & Kitchen,Cookware Set,1,471.45,471.45
2023-03-18,Books,Fiction,2,187.34,374.68
2023-03-18,Home & Kitchen,Mixer,2,256.06,512.12
2023-03-19,Electronics,Smartphone,3,438.11,1314.33
2023-03-19,Toys,Doll,3,373.08,1119.24
2023-03-19,Books,Biography,3,271.64,814.92
2023-03-19,Clothing,T-Shirt,1,216.8,216.8
2023-03-19,Home & Kitchen,Cookware Set,1,51.35,51.35
2023-03-19,Clothing,T-Shirt,1,405.93,405.93
2023-03-19,Electronics,Headphones,4,329.62,1318.48
2023-03-20,Home & Kitchen,Microwave,4,339.75,1359.0
2023-03-20,Electronics,Smartphone,2,396.6,793.2
2023-03-20,Toys,Doll,4,412.99,1651.96
2023-03-20,Toys,Remote Car,1,221.18,221.18
2023-03-20,Home & Kitchen,Microwave,3,304.53,913.59
2023-03-20,Toys,Board Game,4,193.53,774.12
2023-03-20,Toys,Board Game,3,79.87,239.61
2023-03-20,Electronics,Smartphone,3,85.69,257.07
2023-03-20,Books,Biography,4,195.67,782.68
2023-03-21,Home & Kitchen,Cookware Set,3,397.94,1193.82
2023-03-21,Home & Kitchen,Mixer,1,341.79,341.79
2023-03-21,Books,Biography,4,116.77,467.08
2023-03-21,Toys,Doll,1,61.58,61.58
2023-03-21,Electronics,Smartphone,2,247.94,495.88
2023-03-21,Home & Kitchen,Cookware Set,3,76.54,229.62
2023-03-21,Clothing,Jacket,2,25.17,50.34
2023-03-22,Home & Kitchen,Microwave,2,380.54,761.08
2023-03-22,Books,Biography,2,451.04,902.08
2023-03-22,Books,Fiction,2,193.65,387.3
2023-03-22,Home & Kitchen,Cookware Set,2,305.44,610.88
2023-03-22,Toys,Board Game,1,53.22,53.22
2023-03-22,Home & Kitchen,Cookware Set,2,200.85,401.7
2023-03-22,Books,Biography,4,490.25,1961.0
2023-03-22,Electronics,Smartphone,1,275.44,275.44
2023-03-22,Books,Comics,3,225.82,677.46
2023-03-22,Clothing,Jeans,4,357.42,1429.68
2023-03-22,Clothing,T-Shirt,1,177.8,177.8
2023-03-22,Toys,Board Game,4,417.04,1668.16
2023-03-22,Toys,Remote Car,1,294.43,294.43
2023-03-22,Books,Comics,1,316.85,316.85
2023-03-23,Home & Kitchen,Mixer,1,369.94,369.94
2023-03-23,Clothing,Jeans,1,398.34,398.34
2023-03-23,Home & Kitchen,Mixer,3,203.62,610.86
2023-03-23,Toys,Board Game,1,358.33,358.33
2023-03-23,Home & Kitchen,Cookware Set,4,300.58,1202.32
2023-03-23,Clothing,Jacket,2,271.36,542.72
2023-03-23,Toys,Doll,1,375.47,375.47
2023-03-23,Toys,Board Game,1,343.57,343.57
2023-03-24,Clothing,Jeans,1,475.06,475.06
2023-03-24,Clothing,Jeans,3,158.2,474.6
2023-03-24,Toys,Doll,3,109.58,328.74
2023-03-24,Home & Kitchen,Cookware Set,4,251.24,1004.96
2023-03-24,Clothing,T-Shirt,3,448.28,1344.84
2023-03-24,Home & Kitchen,Microwave,4,415.48,1661.92
2023-03-24,Toys,Remote Car,1,243.48,243.48
2023-03-24,Electronics,Smartphone,1,323.7,323.7
2023-03-24,Electronics,Headphones,3,442.9,1328.7
2023-03-24,Home & Kitchen,Mixer,1,486.05,486.05
2023-03-24,Books,Comics,3,19.37,58.11
2023-03-24,Books,Biography,3,437.3,1311.9
2023-03-24,Clothing,Jeans,4,156.7,626.8
2023-03-25,Electronics,Headphones,4,269.0,1076.0
2023-03-25,Home & Kitchen,Cookware Set,2,341.64,683.28
2023-03-25,Electronics,Headphones,2,17.01,34.02
2023-03-25,Electronics,Smartphone,1,372.83,372.83
2023-03-25,Books,Fiction,4,469.17,1876.68
2023-03-25,Toys,Board Game,3,443.37,1330.11
2023-03-26,Clothing,Jacket,4,205.56,822.24
2023-03-26,Clothing,Jeans,2,209.7,419.4
2023-03-26,Home & Kitchen,Cookware Set,4,64.39,257.56
2023-03-26,Toys,Board Game,1,351.9,351.9
2023-03-26,Books,Fiction,3,266.06,798.18
2023-03-26,Clothing,T-Shirt,3,422.62,1267.86
2023-03-26,Toys,Doll,4,81.15,324.6
2023-03-27,Books,Comics,3,123.87,371.61
2023-03-27,Home & Kitchen,Cookware Set,2,84.64,169.28
2023-03-27,Home & Kitchen,Microwave,1,,295.8
2023-03-27,Electronics,Smartphone,1,117.44,117.44
2023-03-27,Books,Fiction,3,185.33,555.99
2023-03-27,Electronics,Smartphone,2,102.04,204.08
2023-03-27,Clothing,Jeans,4,316.14,1264.56
2023-03-27,Toys,Doll,2,236.95,473.9
2023-03-27,Toys,Board Game,4,152.09,608.36
2023-03-27,Toys,Board Game,3,389.92,1169.76
2023-03-27,Clothing,Jacket,3,149.29,447.87
2023-03-27,Clothing,Jeans,3,36.62,109.86
2023-03-27,Toys,Board Game,3,60.35,181.05
2023-03-27,Electronics,Laptop,1,32.96,32.96
2023-03-28,Electronics,Headphones,4,421.28,1685.12
2023-03-28,Electronics,Laptop,1,470.82,470.82
2023-03-28,Books,Comics,1,186.51,186.51
2023-03-28,Home & Kitchen,Mixer,3,434.61,1303.83
2023-03-28,Toys,Doll,3,472.06,1416.18
2023-03-28,Home & Kitchen,Mixer,2,194.89,389.78
2023-03-28,Toys,Remote Car,1,66.85,66.85
2023-03-28,Clothing,T-Shirt,1,465.78,465.78
2023-03-28,Electronics,Headphones,2,78.17,156.34
2023-03-28,Books,Fiction,3,336.53,1009.59
2023-03-29,Toys,Remote Car,1,341.29,341.29
2023-03-29,Electronics,Laptop,1,61.63,61.63
2023-03-29,Home & Kitchen,Cookware Set,4,499.74,1998.96
2023-03-29,Electronics,Smartphone,2,478.83,957.66
2023-03-29,Toys,Board Game,3,234.27,702.81
2023-03-30,Home & Kitchen,Mixer,4,430.89,1723.56
2023-03-30,Books,Biography,1,412.87,412.87
2023-03-30,Clothing,T-Shirt,1,436.18,436.18
2023-03-30,Electronics,Smartphone,3,307.8,923.4
2023-03-30,Clothing,T-Shirt,4,466.1,1864.4
2023-03-30,Toys,Doll,3,164.66,493.98
2023-03-31,Toys,Doll,2,293.8,587.6
2023-03-31,Books,Comics,3,336.76,1010.28
2023-03-31,Electronics,Laptop,2,262.77,525.54
2023-03-31,Toys,Remote Car,1,347.14,347.14
2023-03-31,Books,Fiction,2,175.3,350.6
2023-03-31,Electronics,Laptop,2,25.4,50.8
2023-03-31,Home & Kitchen,Cookware Set,2,270.16,540.32
2023-03-31,Toys,Board Game,3,440.05,1320.15
2023-03-31,Clothing,Jeans,2,383.53,767.06
2023-04-01,Toys,Remote Car,1,265.44,265.44
2023-04-01,Clothing,Jacket,2,18.3,36.6
2023-04-01,Home & Kitchen,Cookware Set,2,190.19,380.38
2023-04-01,Books,Biography,3,18.6,55.8
2023-04-01,Books,Fiction,1,372.12,372.12
2023-04-01,Toys,Board Game,2,289.62,579.24
2023-04-01,Home & Kitchen,Mixer,4,278.71,1114.84
2023-04-01,Toys,Remote Car,3,21.56,64.68
2023-04-01,Home & Kitchen,Mixer,3,392.38,1177.14
2023-04-01,Books,Biography,3,158.43,475.29
2023-04-01,Home & Kitchen,Mixer,1,469.32,469.32
2023-04-02,Toys,Board Game,3,39.26,117.78
2023-04-02,Toys,Doll,4,479.32,1917.28
2023-04-02,Electronics,Headphones,1,270.06,270.06
2023-04-02,Toys,Doll,3,481.76,1445.28
2023-04-02,Toys,Doll,1,110.44,110.44
2023-04-02,Clothing,Jacket,2,449.08,898.16
2023-04-03,Clothing,Jacket,1,145.36,145.36
2023-04-03,Books,Fiction,4,321.62,1286.48
2023-04-03,Toys,Remote Car,3,406.83,1220.49
2023-04-03,Toys,Doll,4,365.24,1460.96
2023-04-03,Electronics,Headphones,3,356.78,1070.34
2023-04-03,Clothing,Jeans,1,466.0,466.0
2023-04-03,Toys,Board Game,3,31.84,95.52
2023-04-03,Electronics,Laptop,2,269.53,539.06
2023-04-03,Books,Biography,1,481.53,481.53
2023-04-03,Clothing,Jeans,2,98.35,196.7
2023-04-03,Home & Kitchen,Microwave,2,228.32,456.64
2023-04-03,Toys,Board Game,3,340.43,1021.29
2023-04-03,Electronics,Headphones,1,268.34,268.34
2023-04-04,Electronics,Headphones,4,497.46,1989.84
2023-04-04,Home & Kitchen,Microwave,2,289.07,578.14
2023-04-04,Home & Kitchen,Mixer,1,460.5,460.5
2023-04-04,Clothing,Jeans,2,103.15,206.3
2023-04-04,Home & Kitchen,Mixer,3,183.97,551.91
2023-04-04,Electronics,Headphones,3,265.52,796.56
2023-04-04,Clothing,Jeans,3,202.47,607.41
2023-04-04,Clothing,Jeans,4,161.9,647.6
2023-04-04,Electronics,Headphones,3,392.86,1178.58
2023-04-04,Toys,Doll,2,429.05,858.1
2023-04-05,Books,Biography,4,184.94,739.76
2023-04-05,Toys,Doll,3,320.84,962.52
2023-04-05,Clothing,Jeans,3,367.14,1101.42
2023-04-05,Home & Kitchen,Microwave,1,130.45,130.45
2023-04-05,Books,Comics,4,334.59,1338.36
2023-04-05,Clothing,T-Shirt,2,204.94,409.88
2023-04-05,Home & Kitchen,Microwave,3,252.39,757.17
2023-04-05,Electronics,Smartphone,3,192.14,576.42
2023-04-05,Toys,Board Game,2,460.03,920.06
2023-04-05,Electronics,Headphones,3,145.02,435.06
2023-04-05,Electronics,Laptop,1,132.99,132.99
2023-04-05,Toys,Board Game,3,213.65,640.95
2023-04-05,Electronics,Laptop,1,103.88,103.88
2023-04-06,Toys,Remote Car,2,421.51,843.02
2023-04-06,Electronics,Smartphone,1,27.65,27.65
2023-04-06,Electronics,Laptop,2,342.98,685.96
2023-04-06,Electronics,Smartphone,4,294.99,1179.96
2023-04-06,Home & Kitchen,Cookware Set,1,263.18,263.18
2023-04-06,Clothing,Jacket,3,80.47,241.41
2023-04-06,Clothing,T-Shirt,1,383.92,383.92
2023-04-06,Clothing,Jacket,2,110.29,220.58
2023-04-07,Electronics,Headphones,4,428.96,1715.84
2023-04-07,Toys,Doll,1,188.53,188.53
2023-04-07,Clothing,Jacket,3,258.39,775.17
2023-04-07,Home & Kitchen,Cookware Set,4,415.11,1660.44
2023-04-07,Books,Biography,1,387.85,387.85
2023-04-07,Clothing,Jacket,2,439.18,878.36
2023-04-07,Books,Comics,1,28.41,28.41
2023-04-07,Books,Biography,1,10.01,10.01
2023-04-07,Electronics,Laptop,2,36.77,73.54
2023-04-07,Clothing,Jacket,3,159.06,477.18
2023-04-07,Books,Comics,4,10.72,42.88
2023-04-07,Toys,Doll,3,334.89,1004.67
2023-04-08,Books,Fiction,3,308.72,926.16
2023-04-08,Books,Fiction,4,410.22,1640.88
2023-04-08,Electronics,Laptop,4,451.95,1807.8
2023-04-08,Toys,Remote Car,4,379.58,1518.32
2023-04-08,Books,Biography,1,83.3,83.3
2023-04-08,Home & Kitchen,Cookware Set,3,379.38,1138.14
2023-04-08,Home & Kitchen,Microwave,3,263.62,790.86
2023-04-08,Electronics,Headphones,4,30.79,123.16
2023-04-08,Electronics,Smartphone,4,475.11,1900.44
2023-04-08,Electronics,Headphones,1,284.44,284.44
2023-04-08,Electronics,Smartphone,3,259.36,778.08
2023-04-08,Toys,Board Game,1,229.92,229.92
2023-04-08,Clothing,Jacket,4,58.14,232.56
2023-04-09,Electronics,Headphones,3,71.31,213.93
2023-04-09,Books,Biography,1,144.3,144.3
2023-04-09,Home & Kitchen,Mixer,1,79.66,79.66
2023-04-09,Toys,Board Game,3,68.25,204.75
2023-04-09,Electronics,Headphones,1,474.07,474.07
2023-04-09,Electronics,Smartphone,3,246.43,739.29
2023-04-09,Toys,Doll,1,22.34,22.34
2023-04-09,Toys,Remote Car,4,400.8,1603.2
2023-04-09,Electronics,Laptop,2,224.45,448.9
2023-04-09,Toys,Remote Car,1,410.39,410.39
2023-04-10,Electronics,Smartphone,4,35.32,141.28
2023-04-10,Electronics,Smartphone,3,246.31,738.93
2023-04-10,Books,Biography,3,476.71,1430.13
2023-04-10,Home & Kitchen,Cookware Set,2,406.31,812.62
2023-04-10,Toys,Remote Car,2,436.99,873.98
2023-04-10,Home & Kitchen,Mixer,1,44.74,44.74
2023-04-10,Home & Kitchen,Microwave,4,491.13,1964.52
2023-04-10,Home & Kitchen,Microwave,4,340.27,1361.08
2023-04-10,Toys,Board Game,1,19.7,19.7
2023-04-10,Books,Comics,1,182.95,182.95
2023-04-10,Electronics,Laptop,1,220.96,220.96
2023-04-10,Toys,Doll,1,43.49,43.49
2023-04-10,Home & Kitchen,Mixer,2,51.12,102.24
2023-04-11,Home & Kitchen,Microwave,1,45.33,45.33
2023-04-11,Toys,Board Game,1,394.58,394.58
2023-04-11,Home & Kitchen,Microwave,1,59.67,59.67
2023-04-11,Books,Biography,3,221.69,665.07
2023-04-11,Electronics,Laptop,2,264.16,528.32
2023-04-11,Electronics,Laptop,2,278.41,556.82
2023-04-11,Toys,Doll,1,371.56,371.56
2023-04-11,Clothing,T-Shirt,1,179.8,179.8
2023-04-11,Toys,Remote Car,3,306.69,920.07
2023-04-11,Clothing,T-Shirt,3,141.58,424.74
2023-04-11,Toys,Doll,2,484.58,969.16
2023-04-11,Home & Kitchen,Cookware Set,3,94.33,282.99
